"prop"	"symbol"	"redirected"
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/King_cobra"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Flag_of_India"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Vande_Mataram"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Ficus_benghalensis"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Banyan"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/List_of_people_considered_father_or_mother_of_a_field_in_India"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Ganges"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Emblem_of_Goa"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Bharat_Mata"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Bharoto_Bhagyo_Bidhata"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Jana_Gana_Mana_Video"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Satyameva_Jayate"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Lion_Capital_of_Ashoka"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Nelumbo_nucifera"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/South_Asian_river_dolphin"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Indian_peafowl"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Jana_Gana_Mana"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Spinning_wheel"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Prevention_of_Insults_to_National_Honour_Act,_1971"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Largest_Human_Flag_of_India"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/National_symbols_of_India"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Ashoka_Chakra"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Bengal_tiger"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Peafowl"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Jai_Hind"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Nanda_Devi"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Statue_of_Unity"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Indian_elephant"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Indian_national_calendar"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Mangifera_indica"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/Tiger"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/State_Emblem_of_India"	
"http://dbpedia.org/resource/Category:National_symbols_of_India"	"http://dbpedia.org/resource/National_Pledge_(India)"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Komodo_dragon"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Phalaenopsis_amabilis"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Ibu_Pertiwi"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Indonesia_Raya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Flag_of_Indonesia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Amorphophallus_titanum"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Batik"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Armorial_of_Indonesia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Songket"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Garuda"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Kebaya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/National_emblem_of_Indonesia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/List_of_Indonesian_faunal_emblems"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/List_of_Indonesian_floral_emblems"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Bhinneka_Tunggal_Ika"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Jasminum_sambac"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Javan_hawk-eagle"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/National_symbols_of_Indonesia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Asian_arowana"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Bendera_Pusaka"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Rafflesia_arnoldii"	
"http://dbpedia.org/resource/Category:National_symbols_of_Indonesia"	"http://dbpedia.org/resource/Teak"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Saadi_Shirazi"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Flag_of_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Nowruz"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Healing_Simurgh"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Pahlavi_Crown"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Kiani_Crown"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Imperial_Anthem_of_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Pahlevani_and_zoorkhaneh_rituals"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Lion_and_Sun"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Derafsh_Kaviani"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Faravahar"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Iranian_National_Jewels"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Iranian_calendars"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Common_nightingale"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Empress_Crown"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Payandeh_Bada_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Royal_Salute_(anthem)"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Simurgh"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/List_of_countries_with_the_Islamic_symbols_displayed_on_their_flag"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Ey_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/National_Anthem_of_the_Islamic_Republic_of_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/List_of_national_symbols_of_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Emblem_of_Iran"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iran"	"http://dbpedia.org/resource/Mount_Damavand"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Flag_of_Iraq"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Eagle_of_Saladin"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Lion_of_Babylon_(statue)"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Ardulfurataini"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/As-Salam_al-Malaki"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Lion_of_Babylon"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Shatt_al-Arab"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/List_of_countries_with_the_Islamic_symbols_displayed_on_their_flag"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Mawtini_(Ibrahim_Tuqan_song)"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Coat_of_arms_of_Iraq"	
"http://dbpedia.org/resource/Category:National_symbols_of_Iraq"	"http://dbpedia.org/resource/Star_of_Ishtar"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Great_Seal_of_Ireland"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Harp"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Shamrock"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/St._Patrick's_blue"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Saint_Patrick's_Saltire"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Celtic_cross"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Celtic_harp"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Irish_Crown_Jewels"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Irish_wolfhound"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Red_deer"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Cross-border_flag_for_Ireland"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Brigid's_cross"	
"http://dbpedia.org/resource/Category:National_symbols_of_Ireland"	"http://dbpedia.org/resource/Coat_of_arms_of_Ireland"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Tembel_hat"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/List_of_national_symbols_of_Israel"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Flag_of_Israel"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Eurasian_hoopoe"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Hatikvah"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Anemone_coronaria"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/IDF_March"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Srulik"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Hoopoe"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/National_colours_of_Israel"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/List_of_flags_of_Israel"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Eilat_stone"	
"http://dbpedia.org/resource/Category:National_symbols_of_Israel"	"http://dbpedia.org/resource/Emblem_of_Israel"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Flag_of_Italy"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Cockade_of_Italy"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Il_Canto_degli_Italiani"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Italia_turrita"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Savoy_blue"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Presidential_standard_of_Italy"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Bollettino_della_Vittoria"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Bollettino_della_Vittoria_Navale"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Frecce_Tricolori"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Mural_crown"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Victor_Emmanuel_II_Monument"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/National_colours_of_Italy"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/National_symbols_of_Italy"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Stella_d'Italia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/FERT"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Emblem_of_Italy"	
"http://dbpedia.org/resource/Category:National_symbols_of_Italy"	"http://dbpedia.org/resource/Marcia_Reale"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jamaica"	"http://dbpedia.org/resource/Flag_of_Jamaica"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jamaica"	"http://dbpedia.org/resource/Jamaica,_Land_We_Love"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jamaica"	"http://dbpedia.org/resource/Red-billed_streamertail"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jamaica"	"http://dbpedia.org/resource/Guaiacum_officinale"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jamaica"	"http://dbpedia.org/resource/Blighia_sapida"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jamaica"	"http://dbpedia.org/resource/Coat_of_arms_of_Jamaica"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Kimigayo"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Imperial_Seal_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Flag_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Cherry_blossom"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Imperial_Regalia_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Rising_Sun_Flag"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Chrysanthemum"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Prunus_serrulata"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Z_flag"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Privy_Seal_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Government_Seal_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Sasakia_charonda"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/Chrysanthemum_Throne"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/State_Seal_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/National_seals_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Japan"	"http://dbpedia.org/resource/National_symbols_of_Japan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jordan"	"http://dbpedia.org/resource/National_symbols_of_Jordan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jordan"	"http://dbpedia.org/resource/The_Royal_Anthem_of_the_Hashemite_Kingdom_of_Jordan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jordan"	"http://dbpedia.org/resource/Flag_of_Jordan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Jordan"	"http://dbpedia.org/resource/Coat_of_arms_of_Jordan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Red_star"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Hammer_and_sickle"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Flag_of_Kazakhstan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Flag_of_the_Kazakh_Soviet_Socialist_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Emblem_of_Kazakhstan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Emblem_of_the_Kazakh_Soviet_Socialist_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Anthem_of_the_Kazakh_Soviet_Socialist_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Anthem_of_the_Republic_of_Kazakhstan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kazakhstan"	"http://dbpedia.org/resource/Meniŋ_Qazaqstanym"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kenya"	"http://dbpedia.org/resource/Lion"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kenya"	"http://dbpedia.org/resource/Jamhuri_Day"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kenya"	"http://dbpedia.org/resource/Flag_of_Kenya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kenya"	"http://dbpedia.org/resource/Ee_Mungu_Nguvu_Yetu"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kenya"	"http://dbpedia.org/resource/Rooster"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kenya"	"http://dbpedia.org/resource/Coat_of_arms_of_Kenya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kiribati"	"http://dbpedia.org/resource/Flag_of_Kiribati"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kiribati"	"http://dbpedia.org/resource/Teirake_Kaini_Kiribati"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kiribati"	"http://dbpedia.org/resource/Coat_of_arms_of_Kiribati"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/Korean_Unification_Flag"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/Korean_language"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/Imperial_Seal_of_Korea"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/Taegeuk"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/List_of_Korean_flags"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/Hangul"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/Arirang"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/National_anthem_of_the_Korean_Empire"	
"http://dbpedia.org/resource/Category:National_symbols_of_Korea"	"http://dbpedia.org/resource/List_of_North_Korean_flags"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kosovo"	"http://dbpedia.org/resource/National_symbols_of_Kosovo"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kosovo"	"http://dbpedia.org/resource/Flag_of_Kosovo"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kosovo"	"http://dbpedia.org/resource/List_of_flags_of_Kosovo"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kosovo"	"http://dbpedia.org/resource/Europe_(anthem)"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kosovo"	"http://dbpedia.org/resource/Newborn_monument"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kosovo"	"http://dbpedia.org/resource/Emblem_of_Kosovo"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kuwait"	"http://dbpedia.org/resource/Emblem_of_Kuwait"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kuwait"	"http://dbpedia.org/resource/Flag_of_Kuwait"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kuwait"	"http://dbpedia.org/resource/National_Anthem_of_Kuwait"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Red_star"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Hammer_and_sickle"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Flag_of_the_Kirghiz_Soviet_Socialist_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Emblem_of_Kyrgyzstan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Emblem_of_the_Kirghiz_Soviet_Socialist_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/National_symbols_of_Kyrgyzstan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Epic_of_Manas"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Anthem_of_the_Kirghiz_Soviet_Socialist_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/Flag_of_Kyrgyzstan"	
"http://dbpedia.org/resource/Category:National_symbols_of_Kyrgyzstan"	"http://dbpedia.org/resource/National_Anthem_of_the_Kyrgyz_Republic"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Hammer_and_sickle"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Emblem_of_Laos"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Pha_That_Luang"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Plumeria_alba"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Asian_elephant"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Flag_of_Laos"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/List_of_flags_of_Laos"	
"http://dbpedia.org/resource/Category:National_symbols_of_Laos"	"http://dbpedia.org/resource/Pheng_Xat_Lao"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lebanon"	"http://dbpedia.org/resource/Flag_of_Lebanon"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lebanon"	"http://dbpedia.org/resource/Cedrus_libani"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lebanon"	"http://dbpedia.org/resource/Flag_of_Hezbollah"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lebanon"	"http://dbpedia.org/resource/National_Anthem_of_Lebanon"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lebanon"	"http://dbpedia.org/resource/Coat_of_arms_of_Lebanon"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lesotho"	"http://dbpedia.org/resource/Mokorotlo"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lesotho"	"http://dbpedia.org/resource/Nile_crocodile"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lesotho"	"http://dbpedia.org/resource/Lesotho_Fatse_La_Bontata_Rona"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lesotho"	"http://dbpedia.org/resource/Flag_of_Lesotho"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lesotho"	"http://dbpedia.org/resource/Horse"	
"http://dbpedia.org/resource/Category:National_symbols_of_Lesotho"	"http://dbpedia.org/resource/Coat_of_arms_of_Lesotho"	
"http://dbpedia.org/resource/Category:National_symbols_of_Liberia"	"http://dbpedia.org/resource/All_Hail,_Liberia,_Hail!"	
"http://dbpedia.org/resource/Category:National_symbols_of_Liberia"	"http://dbpedia.org/resource/Flag_of_Liberia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Liberia"	"http://dbpedia.org/resource/Coat_of_arms_of_Liberia"	
"http://dbpedia.org/resource/Category:National_symbols_of_Libya"	"http://dbpedia.org/resource/Allahu_Akbar_(anthem)"	
"http://dbpedia.org/resource/Category:National_symbols_of_Libya"	"http://dbpedia.org/resource/Flag_of_Libya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Libya"	"http://dbpedia.org/resource/Libya,_Libya,_Libya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Libya"	"http://dbpedia.org/resource/Silphium"	
"http://dbpedia.org/resource/Category:National_symbols_of_Libya"	"http://dbpedia.org/resource/List_of_countries_with_the_Islamic_symbols_displayed_on_their_flag"	
"http://dbpedia.org/resource/Category:National_symbols_of_Libya"	"http://dbpedia.org/resource/Coat_of_arms_of_Libya"	
"http://dbpedia.org/resource/Category:National_symbols_of_Liechtenstein"	"http://dbpedia.org/resource/Oben_am_jungen_Rhein"	
"http://dbpedia.org/resource/Category:National_symbols_of_Liechtenstein"	"http://dbpedia.org/resource/Flag_of_Liechtenstein"	
"http://dbpedia.org/resource/Category:National_symbols_of_Liechtenstein"	"http://dbpedia.org/resource/Eagle"	
